Year,Engine Size (L),Price (EUR),Price (USD)
2018,1.1,57604.72099999999,67770.26
2020,4.2,24439.5315,28752.39
2013,3.6,47003.793,55298.58
2019,3.7,32354.7145,38064.37
2015,2.2,42620.496,50141.76
2013,1.0,23150.7105,27236.13
2014,4.5,33061.090000000004,38895.4
2014,2.2,14088.8945,16575.17
2016,3.8,35849.447,42175.82
2017,4.4,24451.389,28766.34
2020,2.7,17832.881,20979.86
2015,3.9,37500.81,44118.6
2012,3.3,67290.5475,79165.35
2020,2.6,45071.3095,53025.07
2015,3.5,62203.6545,73180.77
2012,4.3,16932.3655,19920.43
2017,1.3,37655.2125,44300.25
2015,1.5,29853.445,35121.7
2010,2.2,47647.192,56055.52
2016,4.3,22281.9765,26214.09
2012,1.6,66759.765,78540.9
2014,3.7,37695.069,44347.14
2014,2.6,38706.7475,45537.35
2013,1.2,50062.7645,58897.37
2020,4.1,59123.6625,69557.25
2012,2.7,16650.718,19589.08
2017,1.1,17008.8995,20010.47
2020,4.3,23339.1215,27457.79
2018,2.3,43960.2745,51717.97
2018,1.5,25047.392,29467.52
2019,1.6,42228.1785,49680.21
2018,3.9,59263.73399999999,69722.04
2019,2.6,23698.2465,27880.29
2012,3.8,26178.7505,30798.53
2016,2.8,46668.791,54904.46
2014,2.8,27762.9975,32662.35
2019,1.4,22393.998,26345.88
2020,4.6,63613.065,74838.9
2020,4.9,19098.4545,22468.77
2011,4.5,17714.2295,20840.27
2014,4.9,32536.6145,38278.37
2016,2.1,59671.4535,70201.71
2016,2.6,32769.795,38552.7
2011,2.6,44662.3575,52543.95
2018,3.4,17605.268,20712.08
2017,3.4,30560.305,35953.3
2011,2.1,33386.4275,39278.15
2018,1.6,52090.3035,61282.71
2011,4.2,19950.9195,23471.67
2010,1.7,47888.192500000005,56339.05
2013,1.1,67105.97,78948.2
2010,2.7,58299.936,68588.16
2019,4.4,36292.348,42696.88
2010,2.0,39082.2265,45979.09
2013,2.3,49765.2135,58547.31
2016,3.4,58100.832,68353.92
2014,1.7,59307.713,69773.78
2019,2.1,44152.7825,51944.45
2012,3.5,59493.8715,69992.79
2014,3.6,53023.323,62380.38
2019,1.5,21718.724,25551.44
2020,4.8,51701.6325,60825.45
2017,4.1,48827.587,57444.22
2020,2.1,21340.406,25106.36
2013,4.0,24319.367,28611.02
2014,4.8,58032.254,68273.24
2012,2.2,13509.033,15892.98
2017,1.1,29882.251499999995,35155.59
2012,1.1,40672.636,47850.16
2015,1.2,34566.2785,40666.21
2010,3.6,28022.63,32967.8
2011,1.3,24203.1465,28474.29
2010,2.5,47924.513,56381.78
2010,4.1,67499.061,79410.66
2016,4.4,38788.577000000005,45633.62
2015,2.8,26372.2955,31026.23
2010,2.4,54039.175,63575.5
2020,2.5,66481.373,78213.38
2011,3.7,40081.478,47154.68
2018,2.7,32796.893000000004,38584.58
2012,3.6,56265.3675,66194.55
2012,3.5,38539.748,45340.88
2013,3.3,65821.50099999999,77437.06
2011,4.2,64881.4265,76331.09
2011,4.0,26767.5795,31491.27
2018,4.2,37698.4095,44351.07
2020,3.8,17721.7265,20849.09
2019,3.7,27800.6865,32706.69
2012,3.3,51473.11,60556.6
2015,2.6,34686.0435,40807.11
2019,3.9,20189.353,23752.18
2010,2.3,63017.58899999999,74138.34
2020,1.7,22957.3015,27008.59
2010,2.8,25582.5775,30097.15
2015,1.6,57937.6065,68161.89
2012,4.6,57647.0255,67820.03
2018,4.1,46180.7975,54330.35
2012,1.3,67916.4195,79901.67
2014,2.9,33057.112,38890.72
2020,1.5,62973.338,74086.28
2010,4.4,13949.69,16411.4
2017,1.7,44190.701,51989.06
2013,1.9,52458.8805,61716.33
2020,1.9,34175.1085,40206.01
2012,4.9,60360.20849999999,71012.01
2011,2.0,61335.5325,72159.45
2019,3.6,16229.194499999998,19093.17
2019,1.3,56025.1915,65911.99
2012,2.8,30492.407,35873.42
2014,5.0,38711.907,45543.42
2017,2.7,53977.3715,63502.79
2013,3.9,35154.028,41357.68
2016,4.5,56716.199,66724.94
2019,1.5,53175.048,62558.88
2012,4.1,21752.1545,25590.77
2010,4.4,50371.799,59260.94
2011,2.0,42715.7555,50253.83
2015,2.6,23318.22,27433.2
2018,3.9,48999.6355,57646.63
2014,1.1,64422.418,75791.08
2018,1.3,32828.0115,38621.19
2013,1.7,18130.9505,21330.53
2013,2.1,51227.647,60267.82
2019,2.7,64088.4445,75398.17
2018,3.4,20018.588,23551.28
2013,1.1,45158.409,53127.54
2016,4.4,21045.1075,24758.95
2015,2.4,40531.2555,47683.83
2017,4.6,46607.574,54832.44
2016,2.8,37339.0805,43928.33
2018,4.0,54716.183000000005,64371.98
2018,3.6,25286.6245,29748.97
2014,4.6,40142.712,47226.72
2010,2.3,13560.8065,15953.89
2013,2.9,25035.016,29452.96
2017,3.3,26979.544,31740.64
2012,1.1,21441.964,25225.84
2013,1.1,29020.6405,34141.93
2017,3.2,32504.731,38240.86
2020,2.4,59046.6015,69466.59
2012,4.0,64064.211,75369.66
2017,2.1,54510.806,64130.36
2016,2.6,47163.933000000005,55486.98
2015,4.4,15949.3745,18763.97
2012,1.6,58025.5135,68265.31
2015,1.5,21073.2,24792.0
2016,1.9,30137.94,35456.4
2016,3.7,65329.7845,76858.57
2018,1.7,38648.692500000005,45469.05
2012,1.4,58238.617,68516.02
2017,1.8,13813.6475,16251.35
2013,4.4,20777.6975,24444.35
2018,1.1,35773.3465,42086.29
2015,2.4,58792.63,69167.8
2016,1.3,17911.1745,21071.97
2017,3.2,66025.382,77676.92
2019,4.6,34640.2625,40753.25
2017,3.5,51063.1975,60074.35
2016,4.5,64139.623,75458.38
2011,4.2,35441.2175,41695.55
2019,2.9,31993.5495,37639.47
2016,4.4,62993.755,74110.3
2010,1.4,39679.4705,46681.73
2011,5.0,46815.44149999999,55076.99
2015,2.8,67644.6915,79581.99
2010,2.2,14528.217,17092.02
2014,3.8,46978.429,55268.74
2010,1.5,64651.204000000005,76060.24
2012,4.7,14752.7275,17356.15
2017,1.2,58183.486,68451.16
2015,1.4,15599.2765,18352.09
2020,4.7,20360.9,23954.0
2016,2.6,14848.7265,17469.09
2013,3.5,23761.5205,27954.73
2015,2.7,29526.0505,34736.53
2015,4.6,54408.891,64010.46
2010,3.8,50342.5165,59226.49
2012,2.3,60753.0955,71474.23
2010,4.7,18062.857,21250.42
2013,1.6,26301.006,30942.36
2011,1.9,43942.3225,51696.85
2016,1.5,16516.4775,19431.15
2010,4.6,26179.9235,30799.91
2018,3.8,48629.061,57210.66
2015,3.2,54608.6665,64245.49
2012,4.3,65435.244,76982.64
2015,1.9,13961.998,16425.88
2017,1.1,20690.326,24341.56
2011,2.2,52982.8375,62332.75
2016,3.2,17744.1835,20875.51
2015,2.8,38420.884,45201.04
2011,2.7,50052.08,58884.8
2010,4.7,49957.203,58773.18
2019,3.7,60580.38399999999,71271.04
2013,4.7,17330.734999999997,20389.1
2012,3.3,27005.945,31771.7
2010,2.9,17262.1485,20308.41
2012,1.9,29274.8585,34441.01
2015,3.8,67870.018,79847.08
2018,3.3,39429.698,46387.88
2010,4.0,67321.2495,79201.47
2013,4.6,49172.8655,57850.43
2016,1.5,53394.127,62816.62
2016,1.8,38643.737,45463.22
2020,4.9,32413.985,38134.1
2014,4.7,17517.8115,20609.19
2020,4.8,19084.7695,22452.67
2013,2.0,60206.622,70831.32
2018,2.5,26551.569,31237.14
2010,2.7,16609.170000000002,19540.2
2012,2.7,29777.735499999995,35032.63
2011,4.6,51584.579,60687.74
2012,3.6,36579.1975,43034.35
2017,2.8,38499.8745,45293.97
2012,3.7,53864.177,63369.62
2015,2.1,52515.8815,61783.39
2016,2.1,43651.9795,51355.27
2019,1.2,26364.3225,31016.85
2010,1.3,19632.62,23097.2
2015,3.4,38118.879,44845.74
2010,3.0,29181.1035,34330.71
2015,2.0,37141.2175,43695.55
2013,2.8,27880.9095,32801.07
2015,4.9,58837.4675,69220.55
2019,3.7,23779.141,27975.46
2010,4.5,51308.5415,60362.99
2018,1.9,59409.781,69893.86
2020,1.9,49487.204,58220.24
2016,1.5,38068.049,44785.94
2013,4.2,39353.606,46298.36
2012,4.4,15166.516,17842.96
2017,1.3,27130.64,31918.4
2016,1.1,34369.613999999994,40434.84
2020,2.6,45516.701,53549.06
2011,2.6,59924.8045,70499.77
2018,2.1,61375.372,72206.32
2012,3.6,46916.192,55195.52
2011,3.3,19838.354,23339.24
2018,4.7,65220.568,76730.08
2020,2.0,35249.075,41469.5
2014,1.8,43599.1945,51293.17
2018,1.6,61732.3295,72626.27
2016,3.9,17400.3075,20470.95
2020,2.3,46538.7665,54751.49
2019,3.5,35551.0205,41824.73
2020,4.1,37304.851,43888.06
2019,2.6,39685.038,46688.28
2011,1.9,52912.3725,62249.85
2015,2.8,65995.258,77641.48
2012,3.6,44344.041,52169.46
2016,3.4,35076.916,41266.96
2019,3.3,18723.7235,22027.91
2011,4.7,62668.375,73727.5
2017,4.3,59195.054,69641.24
2010,3.7,34149.9995,40176.47
2016,1.1,18935.7815,22277.39
2014,2.7,67101.89,78943.4
2015,4.1,52310.1985,61541.41
2013,1.4,50313.863,59192.78
2017,4.4,26391.3015,31048.59
2015,4.9,59654.4705,70181.73
2019,1.9,40358.9435,47481.11
2012,4.0,15197.7705,17879.73
2017,4.5,26977.8865,31738.69
2013,4.8,48006.436,56478.16
2020,3.2,33199.9205,39058.73
2016,2.7,41510.1495,48835.47
2018,2.6,55716.174,65548.44
2012,4.9,56057.245,65949.7
2012,3.3,44156.4205,51948.73
2018,3.5,34991.9925,41167.05
2017,2.2,64940.9265,76401.09
2013,1.9,36079.882,42446.92
2018,4.0,36576.1545,43030.77
2010,4.4,48903.4155,57533.43
2014,4.1,60534.501,71217.06
2011,1.2,17035.2155,20041.43
2014,4.0,38870.466,45729.96
2020,3.9,48459.5285,57011.21
2013,4.9,67153.8335,79004.51
2015,3.9,66100.20749999999,77764.95
2014,4.2,59043.244,69462.64
2020,1.6,48742.6295,57344.27
2016,1.4,65913.25,77545.0
2012,3.8,63172.918,74321.08
2012,1.3,67903.338,79886.28
2013,3.6,16713.1675,19662.55
2011,1.7,48493.6815,57051.39
2020,3.7,61922.874,72850.44
2019,3.6,29460.8555,34659.83
2015,1.5,16282.022,19155.32
2016,3.2,43134.491,50746.46
2018,2.0,34252.9515,40297.59
2019,4.8,36664.0615,43134.19
2010,1.3,62160.619,73130.14
2016,3.3,41628.104,48974.24
2020,3.0,19460.1975,22894.35
2011,3.9,32504.765,38240.9
2018,2.7,16027.319499999998,18855.67
2012,4.5,26064.3065,30663.89
2010,4.2,24165.8655,28430.43
2019,2.5,19687.4025,23161.65
2013,1.4,56928.8945,66975.17
2010,4.1,24864.2765,29252.09
2014,3.2,47794.905,56229.3
2012,3.9,13976.227,16442.62
2013,3.7,29588.7125,34810.25
2012,4.9,57332.245,67449.7
2013,3.6,13526.951,15914.06
2019,4.3,43347.943,50997.58
2013,3.5,52109.5815,61305.39
2018,2.8,14237.4405,16749.93
2015,3.3,22913.7135,26957.31
2015,1.9,14390.4575,16929.95
2020,4.0,62371.57200000001,73378.32
2019,1.3,41832.41,49214.6
2015,2.7,16908.54,19892.4
2018,3.0,29398.95,34587.0
2013,2.3,67034.417,78864.02
2018,2.5,55333.5465,65098.29
2020,3.4,66562.463,78308.78
2015,2.9,25129.043,29563.58
2013,2.5,59581.09,70095.4
2011,3.6,57596.2125,67760.25
2019,3.8,28590.328,33635.68
2010,2.3,18888.394,22221.64
2018,1.5,24314.131,28604.86
2013,3.1,65212.119,76720.14
2014,2.5,61874.50899999999,72793.54
2010,3.9,37131.8165,43684.49
2020,1.7,33465.094999999994,39370.7
2010,2.2,27085.3095,31865.07
2013,1.1,67827.79,79797.4
2020,4.5,58478.861,68798.66
2018,1.3,64707.882,76126.92
2014,3.6,56528.5105,66504.13
2019,1.8,61019.919,71788.14
2011,3.8,49840.8805,58636.33
2016,3.6,28575.1555,33617.83
2020,2.0,43537.1445,51220.17
2017,4.7,24971.232,29377.92
2016,2.4,15201.672,17884.32
2014,1.1,37897.0715,44584.79
2019,2.0,13170.648,15494.88
2020,4.6,34494.937999999995,40582.28
2015,1.1,12958.284,15245.04
2019,3.5,61517.237,72373.22
2015,2.3,45395.797,53406.82
2013,2.2,14453.9865,17004.69
2011,5.0,12923.4085,15204.01
2015,3.3,47591.6275,55990.15
2015,2.2,45518.316,53550.96
2016,3.0,23501.871,27649.26
2015,2.7,39737.67,46750.2
2017,3.3,44458.009,52303.54
2010,4.3,67981.317,79978.02
2020,2.7,60919.8315,71670.39
2020,2.4,44079.3595,51858.07
2015,3.9,16168.572499999998,19021.85
2019,3.7,36527.237,42973.22
2017,1.1,55042.7445,64756.17
2010,3.9,16816.213,19783.78
2018,4.0,41476.9315,48796.39
2017,2.0,34487.2285,40573.21
2010,4.0,31574.8225,37146.85
2015,4.2,39268.708,46198.48
2019,3.3,29577.5265,34797.09
2011,2.0,34068.527,40080.62
2013,2.9,64194.533,75522.98
2012,4.9,33647.658,39585.48
2012,1.1,32650.404,38412.24
2020,2.6,63659.4155,74893.43
2012,2.9,34910.962,41071.72
2019,2.7,40017.388,47079.28
2019,4.0,21367.844,25138.64
2015,2.0,21939.1375,25810.75
2020,4.4,27554.7305,32417.33
2016,3.0,50518.39,59433.4
2010,1.8,48547.0615,57114.19
2019,1.9,29589.775,34811.5
2012,4.1,51277.508,60326.48
2018,3.3,36679.8205,43152.73
2013,1.7,61987.8905,72926.93
2011,4.7,62543.136,73580.16
2013,3.2,52271.0135,61495.31
2015,2.3,42033.282,49450.92
2018,1.9,15842.597499999998,18638.35
2011,1.6,54290.6475,63871.35
2010,3.9,54517.4785,64138.21
2010,4.8,34735.0545,40864.77
2014,3.6,41630.1525,48976.65
2013,1.8,14706.6405,17301.93
2015,4.8,25561.846,30072.76
2014,1.9,64539.463,75928.78
2013,2.4,37469.445,44081.7
2018,2.3,54918.347,64609.82
2020,3.5,32167.4255,37844.03
2015,4.2,28613.363,33662.78
2019,1.9,29142.3775,34285.15
2013,2.1,61130.691000000006,71918.46
2017,3.4,21896.3995,25760.47
2017,1.9,18440.665,21694.9
2011,1.7,64891.176,76342.56
2010,1.8,47682.076,56096.56
2020,2.9,41895.1485,49288.41
2011,3.6,50708.569,59657.14
2012,1.9,30509.5005,35893.53
2010,3.4,64657.817,76068.02
2010,3.2,34540.591499999995,40635.99
2014,1.5,44417.736,52256.16
2017,3.9,16746.6575,19701.95
2017,3.9,41143.128,48403.68
2020,2.4,46353.2115,54533.19
2018,1.8,61451.7785,72296.21
2016,4.6,45245.602,53230.12
2015,2.0,19025.7455,22383.23
2015,4.3,40147.37,47232.2
2020,1.0,42517.1445,50020.17
2017,1.6,33206.8055,39066.83
2011,4.5,33910.954,39895.24
2016,3.8,39557.045,46537.7
2018,4.8,31553.989,37122.34
2012,3.5,17734.859,20864.54
2010,2.1,50911.243,59895.58
2014,4.8,64914.891,76370.46
2013,2.9,21065.8985,24783.41
2019,4.8,14158.7305,16657.33
2019,1.1,66334.068,78040.08
2017,1.6,51660.229,60776.74
2016,4.9,21602.6225,25414.85
2016,2.0,35224.7735,41440.91
2019,1.5,15790.2545,18576.77
2012,3.2,32058.345,37715.7
2013,1.6,37340.449,43929.94
2019,4.3,19782.9,23274.0
2014,2.1,23284.3985,27393.41
2013,2.5,16019.2615,18846.19
2016,2.0,22065.1925,25959.05
2018,4.6,50624.7505,59558.53
2017,1.6,13718.609,16139.54
2012,2.3,35132.2255,41332.03
2017,4.7,55189.497,64928.82
2016,1.7,23726.101,27913.06
2010,2.6,45419.138,53434.28
2014,4.3,33016.8645,38843.37
2015,3.3,54278.824,63857.44
2014,4.8,21322.828,25085.68
2010,4.9,20849.0465,24528.29
2016,2.6,66863.8305,78663.33
2020,1.2,51814.9205,60958.73
2017,3.7,53724.369,63205.14
2012,4.3,48159.50399999999,56658.24
2020,1.6,58658.6615,69010.19
2011,4.7,67999.0395,79998.87
2016,4.8,55757.382,65596.92
2014,2.4,61683.65849999999,72569.01
2013,3.4,34290.666,40341.96
2016,5.0,42681.9085,50214.01
2015,2.0,58616.535500000005,68960.63
2016,3.8,38809.0705,45657.73
2010,1.1,42354.6075,49828.95
2013,1.9,35863.522999999994,42192.38
2017,1.8,22419.7785,26376.21
2013,1.6,26655.6345,31359.57
2015,2.7,64322.84049999999,75673.93
2017,4.6,25475.962,29971.72
2014,3.1,54298.952,63881.12
2012,2.6,25001.271,29413.26
2016,1.7,51116.977,60137.62
2013,4.6,33181.4925,39037.05
2011,3.1,32734.333,38510.98
2016,2.4,19176.85,22561.0
2014,3.8,21189.293,24928.58
2018,2.2,53494.3505,62934.53
2013,2.1,18549.6265,21823.09
2013,3.0,25504.5645,30005.37
2012,1.4,59641.3295,70166.27
2010,1.9,52120.6315,61318.39
2012,2.3,58203.9795,68475.27
2018,3.4,51495.346,60582.76
2012,2.2,52268.404,61492.24
2019,3.4,34722.2705,40849.73
2018,2.3,55628.4965,65445.29
2018,3.6,58853.048,69238.88
2014,1.0,62311.6555,73307.83
2020,2.1,24958.295,29362.7
2013,2.8,62109.93349999999,73070.51
2011,2.9,26245.2545,30876.77
2012,2.8,46869.136,55140.16
2011,1.3,62010.38999999999,72953.4
2011,1.2,18793.993,22110.58
2019,2.0,45633.1765,53686.09
2014,4.4,41723.3805,49086.33
2013,3.4,58280.8365,68565.69
2018,2.9,14355.5395,16888.87
2012,4.2,19548.844,22998.64
2017,1.0,13054.793,15358.58
2010,1.6,36611.047,43071.82
2016,3.5,23642.053,27814.18
2016,1.7,57915.9995,68136.47
2011,2.0,15845.343,18641.58
2010,3.3,61818.07749999999,72727.15
2013,2.8,50290.4285,59165.21
2015,1.0,20669.1355,24316.63
2013,1.8,41765.855,49136.3
2017,3.8,19929.236,23446.16
2016,4.3,60479.56549999999,71152.43
2019,4.8,37775.649,44441.94
2011,4.4,23386.135,27513.1
2011,4.6,41402.922,48709.32
2020,3.1,21562.0095,25367.07
2017,4.6,62204.6405,73181.93
2010,2.4,18391.7475,21637.35
2019,1.4,20947.3745,24643.97
2017,3.4,48700.9965,57295.29
2018,3.6,55806.622500000005,65654.85
2016,2.0,63718.805,74963.3
2019,5.0,32658.394,38421.64
2015,2.2,25445.2515,29935.59
2012,3.1,17933.1385,21097.81
2013,1.4,67995.36750000001,79994.55
2020,1.5,31717.852000000003,37315.12
2013,4.8,53195.745500000005,62583.23
2014,2.9,30912.2475,36367.35
2012,2.5,18491.1295,21754.27
2010,4.1,18232.245,21449.7
2013,4.4,51873.307,61027.42
2020,3.4,55290.5195,65047.67
2015,1.4,26082.3605,30685.13
2019,1.0,26950.083,31705.98
2012,1.9,41785.6005,49159.53
2020,1.2,50009.325,58834.5
2011,3.6,19764.0555,23251.83
2018,2.3,29349.3015,34528.59
2019,1.3,56834.6295,66864.27
2020,1.4,52846.3785,62172.21
2012,1.3,35877.5905,42208.93
2011,3.6,31330.796,36859.76
2019,2.9,35195.44,41406.4
2020,3.0,32859.7675,38658.55
2020,1.2,43244.702,50876.12
2013,2.7,53355.877,62771.62
2010,4.0,56941.10899999999,66989.54
2019,3.0,47807.7995,56244.47
2017,4.7,41254.5205,48534.73
2017,1.3,67846.422,79819.32
2014,5.0,32288.422999999995,37986.38
2012,1.7,32976.259999999995,38795.6
2016,4.8,33096.3735,38936.91
2014,4.8,38106.248,44830.88
2020,3.1,22164.77,26076.2
2010,4.2,32110.807,37777.42
2017,3.4,53378.98,62798.8
2020,3.8,39758.359,46774.54
2016,1.8,50538.875,59457.5
2017,1.3,49876.742,58678.52
2016,2.5,39866.411,46901.66
2020,4.4,23281.194,27389.64
2010,2.8,25543.6815,30051.39
2014,4.9,64933.353,76392.18
2019,2.7,64485.2075,75864.95
2020,1.7,12926.817,15208.02
2011,2.8,28947.4385,34055.81
2012,2.0,35956.1985,42301.41
2013,1.3,63911.262,75189.72
2013,2.5,38192.166,44931.96
2018,2.7,47367.4655,55726.43
2013,5.0,55293.5965,65051.29
2014,1.7,29835.3825,35100.45
2011,3.6,30918.478,36374.68
2017,1.6,13937.1355,16396.63
2017,1.4,47050.6025,55353.65
2012,1.3,20119.3555,23669.83
2018,3.9,59469.145,69963.7
2019,3.1,44089.092,51869.52
2014,3.9,43632.54,51332.4
2011,3.7,47599.677,55999.62
2010,3.5,64196.3435,75525.11
2018,3.8,12984.0645,15275.37
2014,1.2,22642.2745,26637.97
2012,3.3,59311.402,69778.12
2011,2.0,14918.239499999998,17550.87
2011,5.0,59761.239,70307.34
2019,1.6,58879.194,69269.64
2019,3.1,17731.493000000002,20860.58
2010,2.1,32051.3665,37707.49
2015,1.8,37858.0225,44538.85
2019,4.8,37303.916,43886.96
2015,2.0,43898.1225,51644.85
2015,2.8,59338.0495,69809.47
2010,5.0,16329.936499999998,19211.69
2016,2.9,48979.788,57623.28
2010,4.1,62995.6675,74112.55
2013,1.8,14558.0605,17127.13
2018,2.3,63938.94649999999,75222.29
2018,4.0,49301.0965,58001.29
2019,1.3,63830.66499999999,75094.9
2011,2.2,64520.9245,75906.97
2016,2.0,17628.031,20738.86
2020,4.5,39787.0805,46808.33
2020,3.3,21776.048,25618.88
2010,2.7,16543.379999999997,19462.8
2019,2.2,12931.7895,15213.87
2010,1.9,59008.4365,69421.69
2017,3.4,21338.6125,25104.25
2013,1.0,28433.01,33450.6
2010,3.5,37614.115,44251.9
2017,2.7,64388.5115,75751.19
2016,3.2,30892.7145,36344.37
2014,3.1,13344.83,15699.8
2017,3.0,58111.474,68366.44
2012,4.1,54712.4855,64367.63
2016,4.3,45903.4,54004.0
2015,4.5,64045.868,75348.08
2018,1.0,49895.3485,58700.41
2014,4.0,28082.5295,33038.27
2013,4.2,45287.592,53279.52
2018,1.5,57446.9185,67584.61
2018,3.4,51455.46399999999,60535.84
2020,1.1,46317.4945,54491.17
2016,3.7,28456.9545,33478.77
2017,3.8,63312.08,74484.8
2010,3.2,61421.357,72260.42
2013,3.8,48809.329,57422.74
2013,1.0,59593.3555,70109.83
2016,1.9,24663.0815,29015.39
2010,3.0,37585.0705,44217.73
2017,1.9,56824.8885,66852.81
2012,1.4,21146.3765,24878.09
2011,1.3,59915.1315,70488.39
2012,3.3,40037.516,47102.96
2015,3.5,25890.1415,30458.99
2016,2.7,40720.8905,47906.93
2015,1.3,15680.8255,18448.03
2011,2.8,39702.8115,46709.19
2013,3.0,25166.0775,29607.15
2019,2.6,66696.0745,78465.97
2020,4.6,16531.8795,19449.27
2010,4.1,26452.068,31120.08
2014,1.3,40442.303,47579.18
2010,4.3,28864.249,33957.94
2020,2.4,36272.2795,42673.27
2016,2.4,15666.6305,18431.33
2016,4.5,63658.2935,74892.11
2018,3.7,38567.6365,45373.69
2020,4.9,19260.354,22659.24
2017,4.2,36116.602,42490.12
2015,2.2,28366.4635,33372.31
2013,1.2,39173.2615,46086.19
2016,4.4,42203.7155,49651.43
2019,3.7,63672.310000000005,74908.6
2015,1.8,33661.36,39601.6
2015,3.0,19058.4535,22421.71
2013,2.8,63256.2435,74419.11
2020,3.2,17700.731499999998,20824.39
2019,3.3,22573.484,26557.04
2014,3.6,22196.2795,26113.27
2016,4.0,41287.866,48573.96
2010,4.0,51111.6305,60131.33
2015,2.7,48750.7895,57353.87
2020,3.7,63947.7695,75232.67
2015,2.8,28255.2835,33241.51
2019,2.6,55773.923,65616.38
2015,3.8,45899.201,53999.06
2013,3.8,31105.486500000003,36594.69
2019,1.4,66607.2665,78361.49
2018,1.9,53915.585,63430.1
2010,4.7,43182.6605,50803.13
2017,1.7,64814.829000000005,76252.74
2014,3.1,18468.9785,21728.21
2010,2.8,40494.6375,47640.75
2012,4.5,67224.59599999999,79087.76
2013,4.3,61887.548,72808.88
2013,3.5,39883.462,46921.72
2012,3.1,21047.5045,24761.77
2017,3.7,48394.8605,56935.13
2010,2.2,32400.8865,38118.69
2011,4.4,51924.0605,61087.13
2019,4.7,55045.4475,64759.35
2019,2.9,54191.971,63755.26
2016,2.2,24714.906,29076.36
2017,4.2,20411.866,24013.96
2011,4.7,16072.803,18909.18
2017,3.6,46176.1735,54324.91
2014,3.9,37613.9875,44251.75
2015,3.1,42399.2835,49881.51
2013,1.0,32610.352000000003,38365.12
2011,3.1,26880.978,31624.68
2018,4.1,43590.5415,51282.99
2019,4.3,25457.789,29950.34
2017,2.0,51914.5065,61075.89
2016,5.0,29591.0925,34813.05
2018,4.2,67521.824,79437.44
2020,3.7,38702.7355,45532.63
2014,1.4,25982.8085,30568.01
2019,1.5,31169.2535,36669.71
2012,3.3,16254.176,19122.56
2010,4.6,60224.53999999999,70852.4
2016,3.3,28734.751499999995,33805.59
2017,4.6,28936.473500000004,34042.91
2016,2.2,67900.057,79882.42
2018,4.3,46817.881,55079.86
2012,1.2,28051.819,33002.14
2017,4.6,51839.715,60987.9
2012,3.1,33404.8385,39299.81
2014,3.0,37205.7155,43771.43
2010,4.8,28128.625,33092.5
2016,1.0,49121.8825,57790.45
2011,2.0,40138.9295,47222.27
2011,4.8,22585.826,26571.56
