Make,Model,Year,Engine Size (L),Fuel Type,Price (USD),Price (EUR)
Toyota,Corolla,2020,2.4,Electric,49700.06,42245.051
Nissan,Versa,2019,4.6,Petrol,38551.94,32769.149
Hyundai,Elantra,2019,1.1,Diesel,77872.63,66191.7355
Audi,A6,2010,2.8,Diesel,78736.15,66925.7275
Chevrolet,Malibu,2012,2.3,Electric,39895.75,33911.3875
Volkswagen,Jetta,2020,2.4,Diesel,33732.36,28672.506
BMW,3 Series,2013,3.9,Hybrid,41468.47,35248.1995
Audi,Q5,2020,2.9,Diesel,76378.59,64921.801499999994
Ford,Explorer,2013,3.3,Diesel,73158.57,62184.7845
Honda,Civic,2017,4.4,Electric,39862.03,33882.7255
Toyota,Camry,2014,4.7,Petrol,19369.02,16463.667
Toyota,Prius,2020,3.6,Diesel,62169.62,52844.177
Honda,Pilot,2014,2.1,Hybrid,16622.18,14128.853
Ford,Fiesta,2015,4.1,Petrol,21076.88,17915.348
Toyota,Highlander,2012,4.6,Electric,48722.24,41413.903999999995
Volkswagen,Tiguan,2019,1.9,Petrol,36268.17,30827.944499999998
Chevrolet,Tahoe,2011,4.5,Electric,22285.25,18942.462499999998
Honda,CR-V,2017,3.1,Diesel,29833.92,25358.832
Chevrolet,Malibu,2020,4.9,Hybrid,75703.95,64348.3575
Nissan,Murano,2016,3.2,Petrol,50303.37,42757.8645
Honda,Fit,2014,1.9,Hybrid,72018.08,61215.368
Honda,Accord,2014,1.5,Hybrid,27545.62,23413.777
Audi,Q5,2015,2.7,Hybrid,17161.12,14586.952
Toyota,RAV4,2020,1.6,Hybrid,58087.63,49374.485499999995
Ford,Fiesta,2019,4.7,Petrol,55226.61,46942.6185
Nissan,Rogue,2010,2.9,Hybrid,72846.42,61919.456999999995
Volkswagen,Atlas,2017,3.0,Hybrid,77855.67,66177.3195
Mercedes-Benz,GLC,2017,5.0,Hybrid,75230.9,63946.26499999999
Hyundai,Sonata,2011,1.7,Diesel,43986.3,37388.355
Toyota,Camry,2015,3.3,Diesel,28632.47,24337.5995
Mercedes-Benz,GLA,2020,2.9,Diesel,50353.18,42800.203
Ford,Focus,2017,1.5,Electric,30384.8,25827.079999999998
Honda,Accord,2017,1.4,Hybrid,41020.97,34867.8245
Mercedes-Benz,GLC,2017,1.4,Hybrid,50282.81,42740.388499999994
Nissan,Murano,2012,4.6,Hybrid,36811.08,31289.418
Audi,A4,2014,4.1,Electric,30283.51,25740.9835
Audi,A4,2010,2.7,Petrol,17654.26,15006.120999999997
Chevrolet,Impala,2019,3.0,Hybrid,62126.08,52807.168
Ford,Focus,2015,2.5,Diesel,76148.87,64726.53949999999
Chevrolet,Spark,2011,3.2,Hybrid,46048.65,39141.3525
Nissan,Sentra,2016,4.5,Hybrid,22845.54,19418.709
Mercedes-Benz,GLA,2017,3.6,Petrol,43503.33,36977.830500000004
Ford,Fiesta,2020,2.9,Petrol,76914.56,65377.376
Audi,A3,2020,3.7,Hybrid,21422.71,18209.303499999998
Hyundai,Tucson,2013,2.3,Diesel,47331.13,40231.460499999994
Audi,A4,2019,4.2,Electric,27834.83,23659.6055
Honda,Accord,2014,3.1,Diesel,53430.2,45415.67
Honda,Fit,2012,1.5,Hybrid,23400.09,19890.0765
Mercedes-Benz,E-Class,2016,1.5,Petrol,26572.73,22586.820499999998
Honda,Accord,2017,1.4,Electric,62193.45,52864.432499999995
Honda,Fit,2018,1.8,Diesel,45716.68,38859.178
Hyundai,Kona,2018,1.5,Hybrid,70475.39,59904.0815
Mercedes-Benz,GLA,2020,2.4,Hybrid,37843.67,32167.119499999997
Volkswagen,Atlas,2011,2.0,Electric,57603.85,48963.2725
Audi,Q7,2011,3.3,Electric,60783.22,51665.737
Hyundai,Sonata,2019,4.3,Petrol,25262.0,21472.7
Honda,Civic,2020,2.1,Electric,53166.18,45191.253
Honda,Fit,2017,1.5,Petrol,45371.51,38565.7835
Chevrolet,Tahoe,2010,2.6,Petrol,18978.06,16131.351
Mercedes-Benz,GLA,2011,3.4,Hybrid,73069.81,62109.3385
Toyota,Highlander,2019,4.8,Hybrid,78507.66,66731.511
Ford,F-150,2019,1.5,Hybrid,74077.43,62965.81549999999
Honda,Civic,2013,4.6,Electric,75348.24,64046.004
Audi,Q7,2012,3.1,Petrol,33119.44,28151.524
Volkswagen,Jetta,2015,2.9,Diesel,56667.43,48167.3155
Volkswagen,Tiguan,2019,2.4,Diesel,66057.87,56149.18949999999
BMW,X3,2019,4.8,Petrol,19953.62,16960.576999999997
Honda,CR-V,2011,1.5,Hybrid,50639.57,43043.6345
Audi,A6,2018,3.2,Electric,78479.43,66707.5155
Chevrolet,Tahoe,2010,4.8,Hybrid,60257.96,51219.265999999996
Mercedes-Benz,GLA,2020,1.9,Diesel,57385.19,48777.4115
Hyundai,Tucson,2014,4.5,Petrol,54076.66,45965.161
Chevrolet,Spark,2017,3.3,Hybrid,72517.88,61640.198000000004
BMW,X5,2015,4.0,Hybrid,46991.89,39943.1065
Chevrolet,Impala,2013,3.0,Petrol,72872.75,61941.8375
Volkswagen,Jetta,2017,3.5,Diesel,17004.99,14454.2415
Hyundai,Sonata,2019,2.7,Hybrid,76272.6,64831.71000000001
Toyota,Corolla,2017,4.6,Electric,79556.23,67622.7955
Toyota,Corolla,2011,3.8,Hybrid,41377.63,35170.985499999995
Chevrolet,Spark,2019,2.0,Hybrid,68362.8,58108.38
Hyundai,Santa Fe,2014,1.6,Hybrid,37973.72,32277.662
Mercedes-Benz,S-Class,2013,3.6,Electric,74999.76,63749.795999999995
BMW,X5,2020,3.0,Diesel,78193.65,66464.6025
Honda,Fit,2014,1.3,Electric,58731.49,49921.7665
Honda,CR-V,2012,3.9,Electric,36715.68,31208.327999999998
Honda,Pilot,2012,2.4,Electric,23843.82,20267.247
Chevrolet,Equinox,2011,2.0,Diesel,53912.58,45825.693
BMW,3 Series,2018,1.1,Electric,67770.26,57604.72099999999
Chevrolet,Spark,2020,4.2,Electric,28752.39,24439.531499999997
Honda,Accord,2013,3.6,Diesel,55298.58,47003.793
Nissan,Rogue,2019,3.7,Hybrid,38064.37,32354.714500000002
Ford,Focus,2015,2.2,Hybrid,50141.76,42620.496
Toyota,RAV4,2013,1.0,Petrol,27236.13,23150.7105
Toyota,RAV4,2014,4.5,Petrol,38895.4,33061.090000000004
Hyundai,Santa Fe,2014,2.2,Petrol,16575.17,14088.894499999999
Mercedes-Benz,S-Class,2016,3.8,Electric,42175.82,35849.447
Volkswagen,Tiguan,2017,4.4,Hybrid,28766.34,24451.389
Chevrolet,Impala,2020,2.7,Electric,20979.86,17832.881
Audi,Q5,2015,3.9,Diesel,44118.6,37500.81
Audi,A6,2012,3.3,Hybrid,79165.35,67290.5475
Chevrolet,Equinox,2020,2.6,Petrol,53025.07,45071.309499999996
Ford,Mustang,2015,3.5,Electric,73180.77,62203.654500000004
Hyundai,Kona,2012,4.3,Petrol,19920.43,16932.3655
Ford,Fiesta,2017,1.3,Diesel,44300.25,37655.2125
Hyundai,Kona,2015,1.5,Petrol,35121.7,29853.444999999996
Toyota,Camry,2010,2.2,Electric,56055.52,47647.191999999995
Honda,Civic,2016,4.3,Petrol,26214.09,22281.9765
Nissan,Murano,2012,1.6,Diesel,78540.9,66759.765
Hyundai,Tucson,2014,3.7,Electric,44347.14,37695.068999999996
Chevrolet,Tahoe,2014,2.6,Hybrid,45537.35,38706.7475
Nissan,Altima,2013,1.2,Petrol,58897.37,50062.7645
Toyota,Camry,2020,4.1,Electric,69557.25,59123.6625
Chevrolet,Impala,2012,2.7,Hybrid,19589.08,16650.718
Honda,Pilot,2017,1.1,Petrol,20010.47,17008.8995
Ford,Explorer,2020,4.3,Hybrid,27457.79,23339.1215
Chevrolet,Impala,2018,2.3,Electric,51717.97,43960.2745
Nissan,Altima,2018,1.5,Electric,29467.52,25047.392
Audi,Q5,2019,1.6,Petrol,49680.21,42228.178499999995
Honda,Civic,2018,3.9,Diesel,69722.04,59263.73399999999
Honda,Civic,2019,2.6,Electric,27880.29,23698.2465
BMW,X3,2012,3.8,Petrol,30798.53,26178.7505
Toyota,Camry,2016,2.8,Hybrid,54904.46,46668.791
Honda,Accord,2014,2.8,Petrol,32662.35,27762.997499999998
Hyundai,Elantra,2019,1.4,Hybrid,26345.88,22393.998
Nissan,Altima,2020,4.6,Petrol,74838.9,63613.064999999995
Toyota,Prius,2020,4.9,Electric,22468.77,19098.4545
Volkswagen,Jetta,2011,4.5,Electric,20840.27,17714.2295
Hyundai,Santa Fe,2014,4.9,Petrol,38278.37,32536.6145
Audi,A4,2016,2.1,Petrol,70201.71,59671.4535
Hyundai,Sonata,2016,2.6,Diesel,38552.7,32769.795
Mercedes-Benz,GLC,2011,2.6,Electric,52543.95,44662.3575
Audi,A4,2018,3.4,Hybrid,20712.08,17605.268
Hyundai,Tucson,2017,3.4,Hybrid,35953.3,30560.305
Toyota,Corolla,2011,2.1,Diesel,39278.15,33386.4275
Volkswagen,Tiguan,2018,1.6,Petrol,61282.71,52090.303499999995
Mercedes-Benz,GLC,2011,4.2,Petrol,23471.67,19950.919499999996
Hyundai,Sonata,2010,1.7,Hybrid,56339.05,47888.192500000005
Hyundai,Tucson,2013,1.1,Petrol,78948.2,67105.97
BMW,X5,2010,2.7,Petrol,68588.16,58299.936
Mercedes-Benz,GLC,2019,4.4,Electric,42696.88,36292.348
BMW,7 Series,2010,2.0,Petrol,45979.09,39082.2265
BMW,X5,2013,2.3,Hybrid,58547.31,49765.2135
Mercedes-Benz,S-Class,2016,3.4,Petrol,68353.92,58100.831999999995
Volkswagen,Jetta,2014,1.7,Hybrid,69773.78,59307.712999999996
Ford,Explorer,2019,2.1,Petrol,51944.45,44152.782499999994
Audi,A4,2012,3.5,Diesel,69992.79,59493.871499999994
Honda,Fit,2014,3.6,Hybrid,62380.38,53023.323
Nissan,Altima,2019,1.5,Hybrid,25551.44,21718.724
Nissan,Rogue,2020,4.8,Electric,60825.45,51701.6325
Chevrolet,Equinox,2017,4.1,Hybrid,57444.22,48827.587
Volkswagen,Atlas,2020,2.1,Electric,25106.36,21340.406
Nissan,Murano,2013,4.0,Petrol,28611.02,24319.367
Toyota,Corolla,2014,4.8,Diesel,68273.24,58032.254
Mercedes-Benz,E-Class,2012,2.2,Diesel,15892.98,13509.033
Nissan,Sentra,2017,1.1,Hybrid,35155.59,29882.251499999995
Ford,Mustang,2012,1.1,Petrol,47850.16,40672.636
Chevrolet,Spark,2015,1.2,Petrol,40666.21,34566.2785
Volkswagen,Atlas,2010,3.6,Petrol,32967.8,28022.63
BMW,5 Series,2011,1.3,Hybrid,28474.29,24203.1465
Volkswagen,Jetta,2010,2.5,Petrol,56381.78,47924.513
Ford,F-150,2010,4.1,Diesel,79410.66,67499.061
Mercedes-Benz,GLA,2016,4.4,Petrol,45633.62,38788.577000000005
Ford,Fiesta,2015,2.8,Hybrid,31026.23,26372.2955
Nissan,Rogue,2010,2.4,Diesel,63575.5,54039.174999999996
Hyundai,Tucson,2020,2.5,Diesel,78213.38,66481.373
Ford,F-150,2011,3.7,Electric,47154.68,40081.478
Nissan,Murano,2018,2.7,Petrol,38584.58,32796.893000000004
Toyota,Corolla,2012,3.6,Electric,66194.55,56265.3675
Honda,CR-V,2012,3.5,Diesel,45340.88,38539.748
Audi,Q5,2013,3.3,Petrol,77437.06,65821.50099999999
Audi,A3,2011,4.2,Electric,76331.09,64881.426499999994
Mercedes-Benz,S-Class,2011,4.0,Petrol,31491.27,26767.5795
Hyundai,Sonata,2018,4.2,Hybrid,44351.07,37698.4095
Hyundai,Kona,2020,3.8,Hybrid,20849.09,17721.7265
Audi,Q7,2019,3.7,Diesel,32706.69,27800.6865
Chevrolet,Spark,2012,3.3,Petrol,60556.6,51473.11
Toyota,Camry,2015,2.6,Petrol,40807.11,34686.0435
Mercedes-Benz,GLC,2019,3.9,Electric,23752.18,20189.353
Mercedes-Benz,S-Class,2010,2.3,Hybrid,74138.34,63017.58899999999
Volkswagen,Atlas,2020,1.7,Diesel,27008.59,22957.301499999998
Volkswagen,Passat,2010,2.8,Electric,30097.15,25582.5775
Toyota,Corolla,2015,1.6,Petrol,68161.89,57937.606499999994
Honda,Pilot,2012,4.6,Diesel,67820.03,57647.025499999996
Hyundai,Santa Fe,2018,4.1,Diesel,54330.35,46180.7975
Chevrolet,Equinox,2012,1.3,Diesel,79901.67,67916.4195
Honda,Accord,2014,2.9,Petrol,38890.72,33057.112
Chevrolet,Impala,2020,1.5,Hybrid,74086.28,62973.337999999996
Chevrolet,Equinox,2010,4.4,Petrol,16411.4,13949.69
Mercedes-Benz,C-Class,2017,1.7,Diesel,51989.06,44190.700999999994
Mercedes-Benz,GLA,2013,1.9,Hybrid,61716.33,52458.8805
Nissan,Rogue,2020,1.9,Electric,40206.01,34175.1085
Toyota,Camry,2012,4.9,Electric,71012.01,60360.20849999999
Toyota,Corolla,2011,2.0,Electric,72159.45,61335.532499999994
Volkswagen,Atlas,2019,3.6,Diesel,19093.17,16229.194499999998
Audi,A6,2019,1.3,Petrol,65911.99,56025.1915
Toyota,Camry,2012,2.8,Hybrid,35873.42,30492.407
Chevrolet,Spark,2014,5.0,Diesel,45543.42,38711.907
BMW,3 Series,2017,2.7,Hybrid,63502.79,53977.3715
Chevrolet,Tahoe,2013,3.9,Diesel,41357.68,35154.028
Honda,Accord,2016,4.5,Electric,66724.94,56716.199
Hyundai,Santa Fe,2019,1.5,Petrol,62558.88,53175.047999999995
Audi,Q7,2012,4.1,Petrol,25590.77,21752.1545
Honda,Civic,2010,4.4,Petrol,59260.94,50371.799
Hyundai,Elantra,2011,2.0,Diesel,50253.83,42715.7555
Nissan,Rogue,2015,2.6,Petrol,27433.2,23318.22
Hyundai,Elantra,2018,3.9,Petrol,57646.63,48999.6355
Audi,A6,2014,1.1,Electric,75791.08,64422.418
Volkswagen,Atlas,2018,1.3,Petrol,38621.19,32828.0115
Audi,Q5,2013,1.7,Electric,21330.53,18130.9505
Hyundai,Elantra,2013,2.1,Petrol,60267.82,51227.647
BMW,7 Series,2019,2.7,Electric,75398.17,64088.4445
Nissan,Altima,2018,3.4,Diesel,23551.28,20018.588
Ford,F-150,2013,1.1,Hybrid,53127.54,45158.409
Audi,Q7,2016,4.4,Diesel,24758.95,21045.1075
Nissan,Rogue,2015,2.4,Hybrid,47683.83,40531.2555
Nissan,Rogue,2017,4.6,Petrol,54832.44,46607.574
BMW,3 Series,2016,2.8,Diesel,43928.33,37339.080500000004
Volkswagen,Atlas,2018,4.0,Electric,64371.98,54716.183000000005
Chevrolet,Impala,2018,3.6,Hybrid,29748.97,25286.6245
Volkswagen,Passat,2014,4.6,Hybrid,47226.72,40142.712
Honda,Fit,2010,2.3,Electric,15953.89,13560.806499999999
Audi,Q5,2013,2.9,Diesel,29452.96,25035.016
Nissan,Rogue,2017,3.3,Hybrid,31740.64,26979.543999999998
Toyota,RAV4,2012,1.1,Petrol,25225.84,21441.964
Volkswagen,Passat,2013,1.1,Electric,34141.93,29020.640499999998
Chevrolet,Spark,2017,3.2,Diesel,38240.86,32504.731
Audi,Q7,2020,2.4,Diesel,69466.59,59046.6015
BMW,3 Series,2012,4.0,Petrol,75369.66,64064.211
Toyota,Highlander,2017,2.1,Petrol,64130.36,54510.806
Audi,Q5,2016,2.6,Diesel,55486.98,47163.933000000005
Toyota,Highlander,2015,4.4,Diesel,18763.97,15949.3745
Nissan,Rogue,2012,1.6,Hybrid,68265.31,58025.513499999994
Ford,Fiesta,2015,1.5,Hybrid,24792.0,21073.2
Volkswagen,Golf,2016,1.9,Hybrid,35456.4,30137.94
Nissan,Altima,2016,3.7,Electric,76858.57,65329.7845
Ford,F-150,2018,1.7,Diesel,45469.05,38648.692500000005
Nissan,Rogue,2012,1.4,Petrol,68516.02,58238.617
BMW,X3,2017,1.8,Diesel,16251.35,13813.6475
Audi,A3,2013,4.4,Hybrid,24444.35,20777.6975
Audi,Q7,2018,1.1,Petrol,42086.29,35773.3465
Ford,F-150,2015,2.4,Electric,69167.8,58792.63
Nissan,Sentra,2016,1.3,Diesel,21071.97,17911.1745
Ford,Focus,2017,3.2,Hybrid,77676.92,66025.382
Honda,Fit,2019,4.6,Electric,40753.25,34640.2625
Audi,Q5,2017,3.5,Hybrid,60074.35,51063.197499999995
Volkswagen,Tiguan,2016,4.5,Petrol,75458.38,64139.623
Mercedes-Benz,C-Class,2011,4.2,Petrol,41695.55,35441.2175
Nissan,Sentra,2019,2.9,Diesel,37639.47,31993.5495
Toyota,Prius,2016,4.4,Hybrid,74110.3,62993.755
Toyota,Corolla,2010,1.4,Diesel,46681.73,39679.4705
Volkswagen,Atlas,2011,5.0,Petrol,55076.99,46815.44149999999
Audi,A6,2015,2.8,Electric,79581.99,67644.6915
Mercedes-Benz,S-Class,2010,2.2,Electric,17092.02,14528.217
Ford,F-150,2014,3.8,Electric,55268.74,46978.429
Chevrolet,Tahoe,2010,1.5,Hybrid,76060.24,64651.204000000005
Audi,A3,2012,4.7,Diesel,17356.15,14752.7275
BMW,X3,2017,1.2,Diesel,68451.16,58183.486000000004
Volkswagen,Tiguan,2015,1.4,Hybrid,18352.09,15599.2765
Volkswagen,Tiguan,2020,4.7,Electric,23954.0,20360.899999999998
Chevrolet,Impala,2016,2.6,Diesel,17469.09,14848.726499999999
Ford,F-150,2013,3.5,Diesel,27954.73,23761.5205
Ford,Explorer,2015,2.7,Diesel,34736.53,29526.050499999998
Nissan,Rogue,2015,4.6,Petrol,64010.46,54408.890999999996
Ford,Mustang,2010,3.8,Diesel,59226.49,50342.5165
Toyota,Highlander,2012,2.3,Diesel,71474.23,60753.095499999996
Honda,Fit,2010,4.7,Electric,21250.42,18062.856999999996
BMW,7 Series,2013,1.6,Diesel,30942.36,26301.006
Honda,Civic,2011,1.9,Diesel,51696.85,43942.322499999995
Nissan,Altima,2016,1.5,Electric,19431.15,16516.4775
Toyota,RAV4,2010,4.6,Diesel,30799.91,26179.9235
Ford,Focus,2018,3.8,Diesel,57210.66,48629.061
Audi,A6,2015,3.2,Hybrid,64245.49,54608.6665
Audi,Q5,2012,4.3,Hybrid,76982.64,65435.244
Mercedes-Benz,S-Class,2015,1.9,Electric,16425.88,13961.998
Audi,A6,2017,1.1,Diesel,24341.56,20690.326
Hyundai,Elantra,2011,2.2,Diesel,62332.75,52982.8375
Mercedes-Benz,GLC,2016,3.2,Hybrid,20875.51,17744.1835
Volkswagen,Atlas,2015,2.8,Diesel,45201.04,38420.884
Audi,Q5,2011,2.7,Petrol,58884.8,50052.08
Chevrolet,Malibu,2010,4.7,Petrol,58773.18,49957.203
Hyundai,Santa Fe,2019,3.7,Diesel,71271.04,60580.38399999999
Volkswagen,Tiguan,2013,4.7,Electric,20389.1,17330.734999999997
Toyota,Camry,2012,3.3,Hybrid,31771.7,27005.945
Hyundai,Sonata,2010,2.9,Diesel,20308.41,17262.1485
Ford,F-150,2012,1.9,Hybrid,34441.01,29274.858500000002
Honda,Pilot,2015,3.8,Diesel,79847.08,67870.018
Chevrolet,Equinox,2018,3.3,Electric,46387.88,39429.698
BMW,7 Series,2010,4.0,Petrol,79201.47,67321.2495
Honda,Pilot,2013,4.6,Diesel,57850.43,49172.8655
Nissan,Altima,2016,1.5,Diesel,62816.62,53394.127
BMW,7 Series,2016,1.8,Petrol,45463.22,38643.737
Chevrolet,Equinox,2020,4.9,Diesel,38134.1,32413.984999999997
Mercedes-Benz,GLC,2014,4.7,Petrol,20609.19,17517.8115
Hyundai,Kona,2020,4.8,Petrol,22452.67,19084.7695
Ford,Explorer,2013,2.0,Electric,70831.32,60206.622
Ford,Focus,2018,2.5,Hybrid,31237.14,26551.569
Nissan,Sentra,2010,2.7,Electric,19540.2,16609.170000000002
BMW,7 Series,2012,2.7,Petrol,35032.63,29777.735499999995
Toyota,Highlander,2011,4.6,Electric,60687.74,51584.579
Nissan,Altima,2012,3.6,Hybrid,43034.35,36579.197499999995
Toyota,Prius,2017,2.8,Diesel,45293.97,38499.8745
Volkswagen,Passat,2012,3.7,Hybrid,63369.62,53864.177
Chevrolet,Spark,2015,2.1,Electric,61783.39,52515.881499999996
BMW,5 Series,2016,2.1,Petrol,51355.27,43651.979499999994
Toyota,Highlander,2019,1.2,Hybrid,31016.85,26364.3225
Audi,A4,2010,1.3,Petrol,23097.2,19632.62
Chevrolet,Malibu,2015,3.4,Petrol,44845.74,38118.879
Chevrolet,Tahoe,2010,3.0,Diesel,34330.71,29181.103499999997
Volkswagen,Tiguan,2015,2.0,Electric,43695.55,37141.2175
Audi,A6,2013,2.8,Diesel,32801.07,27880.909499999998
Honda,Fit,2015,4.9,Hybrid,69220.55,58837.4675
Toyota,Camry,2019,3.7,Hybrid,27975.46,23779.141
Hyundai,Elantra,2010,4.5,Diesel,60362.99,51308.5415
Toyota,Corolla,2018,1.9,Petrol,69893.86,59409.780999999995
Nissan,Murano,2020,1.9,Hybrid,58220.24,49487.204
Toyota,Camry,2016,1.5,Petrol,44785.94,38068.049
Audi,A3,2013,4.2,Hybrid,46298.36,39353.606
Nissan,Sentra,2012,4.4,Electric,17842.96,15166.516
Audi,A6,2017,1.3,Diesel,31918.4,27130.64
Honda,Fit,2016,1.1,Electric,40434.84,34369.613999999994
BMW,3 Series,2020,2.6,Diesel,53549.06,45516.700999999994
BMW,7 Series,2011,2.6,Diesel,70499.77,59924.8045
Honda,Civic,2018,2.1,Hybrid,72206.32,61375.372
Mercedes-Benz,C-Class,2012,3.6,Petrol,55195.52,46916.191999999995
BMW,3 Series,2011,3.3,Electric,23339.24,19838.354
Nissan,Sentra,2018,4.7,Petrol,76730.08,65220.568
Toyota,Highlander,2020,2.0,Hybrid,41469.5,35249.075
Nissan,Versa,2014,1.8,Electric,51293.17,43599.1945
Ford,Focus,2018,1.6,Hybrid,72626.27,61732.3295
Audi,A6,2016,3.9,Electric,20470.95,17400.3075
Hyundai,Santa Fe,2020,2.3,Electric,54751.49,46538.7665
BMW,X3,2019,3.5,Diesel,41824.73,35551.0205
Audi,A6,2020,4.1,Diesel,43888.06,37304.850999999995
Volkswagen,Passat,2019,2.6,Hybrid,46688.28,39685.038
Chevrolet,Equinox,2011,1.9,Petrol,62249.85,52912.3725
BMW,7 Series,2015,2.8,Petrol,77641.48,65995.258
Chevrolet,Tahoe,2012,3.6,Petrol,52169.46,44344.041
Hyundai,Santa Fe,2016,3.4,Hybrid,41266.96,35076.916
Mercedes-Benz,GLC,2019,3.3,Electric,22027.91,18723.7235
Audi,Q5,2011,4.7,Hybrid,73727.5,62668.375
Honda,Accord,2017,4.3,Petrol,69641.24,59195.054000000004
Nissan,Murano,2010,3.7,Electric,40176.47,34149.9995
Mercedes-Benz,GLA,2016,1.1,Electric,22277.39,18935.781499999997
Mercedes-Benz,GLC,2014,2.7,Petrol,78943.4,67101.89
Hyundai,Sonata,2015,4.1,Petrol,61541.41,52310.1985
Audi,Q5,2013,1.4,Electric,59192.78,50313.863
Mercedes-Benz,E-Class,2017,4.4,Diesel,31048.59,26391.301499999998
Ford,Focus,2015,4.9,Hybrid,70181.73,59654.470499999996
Ford,Focus,2019,1.9,Electric,47481.11,40358.9435
Nissan,Murano,2012,4.0,Electric,17879.73,15197.770499999999
Ford,Focus,2017,4.5,Electric,31738.69,26977.886499999997
Volkswagen,Jetta,2013,4.8,Diesel,56478.16,48006.436
Honda,Accord,2020,3.2,Hybrid,39058.73,33199.9205
Nissan,Sentra,2016,2.7,Electric,48835.47,41510.1495
Ford,Mustang,2018,2.6,Hybrid,65548.44,55716.174
Audi,A4,2012,4.9,Diesel,65949.7,56057.244999999995
Volkswagen,Golf,2012,3.3,Diesel,51948.73,44156.4205
Toyota,Camry,2018,3.5,Electric,41167.05,34991.9925
Audi,Q5,2017,2.2,Petrol,76401.09,64940.926499999994
Audi,A3,2013,1.9,Hybrid,42446.92,36079.882
Nissan,Murano,2018,4.0,Petrol,43030.77,36576.1545
Nissan,Versa,2010,4.4,Hybrid,57533.43,48903.415499999996
Audi,A4,2014,4.1,Petrol,71217.06,60534.501
Hyundai,Sonata,2011,1.2,Hybrid,20041.43,17035.2155
Mercedes-Benz,E-Class,2014,4.0,Petrol,45729.96,38870.466
Chevrolet,Equinox,2020,3.9,Hybrid,57011.21,48459.5285
BMW,7 Series,2013,4.9,Petrol,79004.51,67153.8335
Chevrolet,Malibu,2015,3.9,Electric,77764.95,66100.20749999999
Volkswagen,Jetta,2014,4.2,Hybrid,69462.64,59043.244
BMW,X3,2020,1.6,Diesel,57344.27,48742.629499999995
Audi,Q7,2016,1.4,Diesel,77545.0,65913.25
Honda,Civic,2012,3.8,Petrol,74321.08,63172.918
Mercedes-Benz,C-Class,2012,1.3,Electric,79886.28,67903.338
Honda,Pilot,2013,3.6,Petrol,19662.55,16713.1675
BMW,3 Series,2011,1.7,Electric,57051.39,48493.6815
Honda,Accord,2020,3.7,Petrol,72850.44,61922.874
Toyota,Highlander,2019,3.6,Diesel,34659.83,29460.8555
BMW,X3,2015,1.5,Hybrid,19155.32,16282.021999999999
Volkswagen,Atlas,2016,3.2,Electric,50746.46,43134.490999999995
Audi,A4,2018,2.0,Petrol,40297.59,34252.951499999996
Honda,CR-V,2019,4.8,Electric,43134.19,36664.0615
Audi,A6,2010,1.3,Diesel,73130.14,62160.619
Honda,Fit,2016,3.3,Hybrid,48974.24,41628.104
Nissan,Sentra,2020,3.0,Petrol,22894.35,19460.1975
Mercedes-Benz,GLC,2011,3.9,Hybrid,38240.9,32504.765
BMW,X5,2018,2.7,Petrol,18855.67,16027.319499999998
Honda,Pilot,2012,4.5,Diesel,30663.89,26064.3065
Audi,A3,2010,4.2,Petrol,28430.43,24165.8655
Nissan,Rogue,2019,2.5,Hybrid,23161.65,19687.4025
Mercedes-Benz,S-Class,2013,1.4,Diesel,66975.17,56928.894499999995
Toyota,Prius,2010,4.1,Diesel,29252.09,24864.2765
Hyundai,Tucson,2014,3.2,Diesel,56229.3,47794.905
Ford,Mustang,2012,3.9,Diesel,16442.62,13976.226999999999
Hyundai,Santa Fe,2013,3.7,Petrol,34810.25,29588.712499999998
Volkswagen,Golf,2012,4.9,Petrol,67449.7,57332.244999999995
Volkswagen,Jetta,2013,3.6,Hybrid,15914.06,13526.951
Ford,Fiesta,2019,4.3,Electric,50997.58,43347.943
BMW,3 Series,2013,3.5,Hybrid,61305.39,52109.5815
BMW,X5,2018,2.8,Petrol,16749.93,14237.4405
Nissan,Rogue,2015,3.3,Hybrid,26957.31,22913.7135
Ford,F-150,2015,1.9,Hybrid,16929.95,14390.4575
Chevrolet,Malibu,2020,4.0,Diesel,73378.32,62371.57200000001
Audi,A6,2019,1.3,Diesel,49214.6,41832.409999999996
BMW,7 Series,2015,2.7,Electric,19892.4,16908.54
Nissan,Rogue,2018,3.0,Diesel,34587.0,29398.95
Ford,Mustang,2013,2.3,Diesel,78864.02,67034.417
Audi,Q7,2018,2.5,Petrol,65098.29,55333.5465
Hyundai,Tucson,2020,3.4,Hybrid,78308.78,66562.463
Honda,Fit,2015,2.9,Hybrid,29563.58,25129.043
Nissan,Versa,2013,2.5,Petrol,70095.4,59581.09
Ford,Mustang,2011,3.6,Diesel,67760.25,57596.2125
Ford,Fiesta,2019,3.8,Hybrid,33635.68,28590.327999999998
Volkswagen,Golf,2010,2.3,Diesel,22221.64,18888.394
Nissan,Versa,2018,1.5,Hybrid,28604.86,24314.131
Honda,Civic,2013,3.1,Petrol,76720.14,65212.119
Chevrolet,Equinox,2014,2.5,Electric,72793.54,61874.50899999999
Chevrolet,Malibu,2010,3.9,Electric,43684.49,37131.8165
Ford,Focus,2020,1.7,Petrol,39370.7,33465.094999999994
Honda,Pilot,2010,2.2,Petrol,31865.07,27085.3095
Nissan,Sentra,2013,1.1,Petrol,79797.4,67827.79
